CDSCO Drug Name,FDA Drug Name,Similarity Score,Token Score,Ratio Score,Match Type,CDSCO Approval Date,FDA Approval Date,CDSCO Indication,FDA Indication
diazepam,diazepam (intranasal),0.8842105263157894,100.0,59.25925925925925,Fuzzy,3/1/1966,11/16/15,Tranquiliser,Management of acute repetitive seizures
dexamethasone trimethyl acetate,dexamethasone,0.8838709677419355,100.0,59.09090909090908,Fuzzy,1/8/1961,3/26/18,New salt for topical formulation.,Treatment of multiple myeloma (MM)
paclitaxel + human albumin,Paclitaxel,0.8833333333333334,100.0,58.82352941176471,Fuzzy,8/23/2006,3/25/97,,Treatment of AIDS-related Kaposi's sarcoma.
calfactant intratracheal,calfactant,0.8833333333333334,100.0,58.82352941176471,Fuzzy,12/16/2010,6/7/85,i) As a prophylaxis therapy for premature infants < 29 weeks of gestational age at significant risk for respiratory distress syndrome (RDS). Ii) For the treatment of infants â?¤ 72 hours of age with RDS (confirmed by clinical and radiologic findings) and reÞ¡,Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.
raloxifene hydrochloride,raloxifene,0.8833333333333334,100.0,58.82352941176471,Fuzzy,5/4/2001,7/14/05,,Reduction of the risk of breast cancer in postmenopausal women
ivabradine hydrochloride,ivabradine,0.8833333333333334,100.0,58.82352941176471,Fuzzy,7/3/2008,3/23/16,,Treatment of pediatric patients (0 through 16 years of age) with dilated cardiomyopathy.
dopamine hydrochloride,Amantadine hydrochloride,0.8808080808080808,82.6086956521739,82.6086956521739,Fuzzy,1/1/1980,4/9/15,"Sympathomemetic agent- Indicated for the correction of haemodynamic imbalances present in the shock syndrome due to myocardial infarction, trauma endotoxic septicenia, open heart surgery, renal failure.",Treatment of levodopa-induced dyskinesia
tobramycin,Tobramycin for inhalation,0.88,100.0,57.14285714285714,Fuzzy,3/22/2006,10/13/94,"Antibiotic- Indicated in the treatment of serious bacterial infections such as septicaemia, lower respiratory tract infections, serious central nervous system infections, intra-abdominal infections, complicated & recurrent urinary tract infections, skin &Þ¡",Treatment of bronchopulmonary infections of Pseudomonas aeruginosa in cystic fibrosis patients.
ketamine hydrochloride,Cysteamine hydrochloride,0.8796897546897547,86.95652173913044,86.95652173913044,Fuzzy,8/1/1971,8/19/97,Anaesthetic agent,Treatment of corneal cystine crystal accumulation in cystinosis patients.
lamotrigine modified release,Lamotrigine,0.8785714285714286,100.0,56.41025641025641,Fuzzy,4/5/2010,8/23/95,,Treatment of Lennox-Gastaut syndrome.
clonidine hydrochloride,Clonidine,0.8782608695652174,100.0,56.25,Fuzzy,7/1/1975,1/24/89,,"For continous epidural administration as adjunctive therapy with intraspinal opiates for the treatment of pain in cancer patients tolerant to, or unresponsive to, intraspinal opiates."
beractant intratracheal,Beractant,0.8782608695652174,100.0,56.25,Fuzzy,10/2/2000,2/5/86,Indicated for the prevention and treatment of respiratory distress syndrome in prematute infants.,Treatment of neonatal respiratory distress syndrome
midazolam hydrochloride,midazolam,0.8782608695652174,100.0,56.25,Fuzzy,4/15/1997,10/20/09,,"Rescue treatment of seizures in patients who require control of intermittent bouts of increased seizure activity (e.g. acute repetitive seizures, seizure clusters)"
hydrocortisone acetate + nitrofurazone,Hydrocortisone,0.8777777777777778,100.0,56.00000000000001,Fuzzy,6/1/1973,5/13/15,,Treatment of pediatric adrenal insufficiency (0 through 16 years of age).
buprenorphine + naloxone,buprenorphine in combination with naloxone,0.8774891774891775,100.0,68.75,Fuzzy,8/1/2004,10/27/94,Additional Lower Strength.,Treatment of opiate addiction in opiate users
gabapentin + methylcobalamin,gabapentin,0.8769230769230769,100.0,55.55555555555556,Fuzzy,8/5/2005,11/8/10,Additional strength by RMP,Management of postherpetic neuralgia
propranolol + hydroflumethazide,propranolol,0.8758620689655172,100.0,55.00000000000001,Fuzzy,10/1/1982,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
acyclovir + hydrocortisone,acyclovir,0.875,100.0,54.54545454545454,Fuzzy,8/30/2011,12/13/10,,Treatment of acute herpetic keratitis caused by Herpes Simplex Virus type 1 and 2
rosuvastatin calcium + fenofibrate,rosuvastatin,0.875,100.0,54.54545454545454,Fuzzy,8/24/2011,2/14/14,,For the treatment of pediatric homozygous familial hypercholesterolemia
clonidine + chlorthalidone,Clonidine,0.875,100.0,54.54545454545454,Fuzzy,12/1/1977,1/24/89,,"For continous epidural administration as adjunctive therapy with intraspinal opiates for the treatment of pain in cancer patients tolerant to, or unresponsive to, intraspinal opiates."
peg-interferon alfa-2a,peginterferon alfa-2b,0.8743434343434343,79.06976744186046,93.02325581395348,Fuzzy,3/13/2003,4/9/08,"For treatment of multiple myeloma kaposi's sarcoma in AIDS patients with malignant neoplasia, hairy cell leukemia, chronic myelogenous leukemia, chronic active hep.B & C",Treatment of malignant melanoma stages IIb through IV.
olopatadine hydrochloride,Amantadine hydrochloride,0.8732539682539682,85.71428571428571,85.71428571428572,Fuzzy,8/6/2008,4/9/15,,Treatment of levodopa-induced dyskinesia
calcium + magnesium,"calcium, magnesium, potassium, and sodium oxybates",0.8723404255319149,100.0,53.125,Fuzzy,,7/31/19,,Treatment of idiopathic hypersomnia
rifampicin + isoniazid + piperine,"Rifampin, isoniazid, pyrazinamide",0.8697041156840934,80.0,80.0,Fuzzy,12/11/2008,9/12/85,,For the short-course treatment of tuberculosis.
tinidazole + diloxanide furoate,tinidazole,0.8689655172413794,100.0,51.28205128205128,Fuzzy,9/1/1984,4/18/02,,Treatment of giardiasis
dexamethasone sodium metasulphobenzoate,dexamethasone,0.8666666666666666,100.0,50.0,Fuzzy,4/1/1962,3/26/18,"Corticosteroid, anti-inflammatory.",Treatment of multiple myeloma (MM)
emtricitabine,emtricitabine and tenofovir alafenamide,0.8666666666666666,100.0,50.0,Fuzzy,6/9/2005,6/6/17,For HIV infection in adults.,Treatment of HIV-1 infection in pediatric patients under 12 years of age
hepatitis b,hepatitis B immune globulin (human),0.8666666666666666,100.0,50.0,Fuzzy,1/1/1987,3/24/08,For active immunization against Hepatitis-B,Prevention of hepatitis B recurrence following orthotopic liver transplant
betahistine hydrochloride,bendamustine hydrochloride,0.8663682983682984,86.27450980392157,86.27450980392157,Fuzzy,01/20/2000,11/26/13,,"Treatment of Follicular Lymphoma, Small Lymphocytic Lymphoma, Lymphoplasmacytic Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-Associated Lymphoma Tissue (MALT), and Nodal Marginal Zone Lymphoma (Collectively Indolent B-cell Non-Hodgkin's Lymphoma)"
memantine hydrochloride,Cysteamine hydrochloride,0.8658557625948932,80.85106382978724,80.85106382978724,Fuzzy,9/6/2010,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
somatropin (r human growth hormone),Somatropin (r-DNA),0.8650757575757576,85.71428571428571,57.14285714285714,Fuzzy,9/5/1994,3/6/95,By endorinologists- growth failure due to in adequate secretion of normal endogenous growth hormone.,For use alone or in combination with glutamine in the treatment of short bowel syndrome.
baclofen extended release,baclofen,0.8640000000000001,100.0,48.484848484848484,Fuzzy,2/22/2007,11/10/87,,"Treatment of intractable spasticity caused by spinal cord injury, multiple sclerosis, and other spinal diseases (including spinal ischemia, spinal tumor, transverse myelitis, cervical spondylosis, and degenerative myelopathy)."
tenofovir disoproxil fumerate,tenofovir,0.8620689655172413,100.0,47.36842105263158,Fuzzy,,3/17/09,For the treatment of chronic Hepatitis B in adults.,Treatment of pediatric HIV infection.
tenofovir disoproxil fumarate,tenofovir,0.8620689655172413,100.0,47.36842105263158,Fuzzy,8/17/2005,3/17/09,For the treatment of HIV-1 infection in combination with other anti-retroviral agents.,Treatment of pediatric HIV infection.
buprenorphine,buprenorphine in combination with naloxone,0.8619047619047618,100.0,47.27272727272728,Fuzzy,4/1/1986,10/27/94,"Narcotic analgesic- Indicated in the treatment of post-operative pain, pre-medication before surgery & myocardial pain.",Treatment of opiate addiction in opiate users
daunorubicin,Daunorubicin citrate liposome injection,0.8615384615384615,100.0,47.05882352941176,Fuzzy,12/1/1972,5/14/93,Anticancer,Treatment of patients with advanced HIV-associated Kaposi's sarcoma.
collagenase,collagenase clostridium histolyticum,0.861111111111111,100.0,46.808510638297875,Fuzzy,5/5/1994,5/23/96,In the treatment for debriding chronic dermal and severely burn areas.,Treatment of advanced (involutional or residual stage) Dupuytren's disease
artesunate + sulfadoxine + pyrmethamine,artesunate,0.8571428571428571,100.0,44.44444444444444,Fuzzy,7/2/2014,3/28/06,,Immediate treatment of malaria
propranolol sustained release + fluarizine,propranolol,0.855,100.0,43.13725490196079,Fuzzy,12/1/1987,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
artesunate + sulphadoxine + pyrimethamine,artesunate,0.854054054054054,100.0,42.553191489361694,Fuzzy,7/25/2006,3/28/06,,Immediate treatment of malaria
l-lysine hydrochloride,Cysteamine hydrochloride,0.8500132908027646,82.6086956521739,82.6086956521739,Fuzzy,12/3/2007,8/19/97,For the treatment of wounds of various etiology.,Treatment of corneal cystine crystal accumulation in cystinosis patients.
xylazine hydrochloride,Cysteamine hydrochloride,0.8500132908027646,82.6086956521739,82.6086956521739,Fuzzy,11/1/1990,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
budesonide + formoterol fumarate dihydrate,budesonide,0.85,100.0,40.0,Fuzzy,11/21/2011,5/17/10,For the treatment of ulcerative colitis.,To slow the progression of immunoglobulin A nephropathy & delay kidney failure in patients affected by the disease.
rituximab (finished formulation import),rituximab,0.8486486486486486,100.0,39.13043478260869,Fuzzy,7/10/2000,2/14/06,By cancer specialist-for the treatment of patients with relapsed or chemo resistant indolent B cell non-hodgkins lymphomas.,"Treatment of patients with anti-neutrophil cytoplasmic antibody-associated vasculitis (Wegener's Granulomatosis, Microscopic Polyangiitis, and Churg-Strauss Syndrome)"
duloxetine hydrochloride,bendamustine hydrochloride,0.8466117216117216,80.0,80.0,Fuzzy,11/2/2004,11/26/13,,"Treatment of Follicular Lymphoma, Small Lymphocytic Lymphoma, Lymphoplasmacytic Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-Associated Lymphoma Tissue (MALT), and Nodal Marginal Zone Lymphoma (Collectively Indolent B-cell Non-Hodgkin's Lymphoma)"
tacrine hydrochloride,Amantadine hydrochloride,0.8461779448621553,84.44444444444444,84.44444444444444,Fuzzy,2/14/1996,4/9/15,For the treatment of dementia in patients with Alzheimer's disease of mild to moderate severity.,Treatment of levodopa-induced dyskinesia
tenofovir fumarate + lamivudine + efavirenz,tenofovir,0.8461538461538461,100.0,37.5,Fuzzy,7/23/2008,3/17/09,,Treatment of pediatric HIV infection.
tenofovir disoproxil fumarate + lamivudine,tenofovir,0.845,100.0,36.73469387755102,Fuzzy,1/7/2008,3/17/09,,Treatment of pediatric HIV infection.
tenofovir disoproxil fumarate + atazanavir,tenofovir,0.845,100.0,36.73469387755102,Fuzzy,6/19/2009,3/17/09,,Treatment of pediatric HIV infection.
clonidine hydrochloride + hydrochlorthiazide,Clonidine,0.8428571428571429,100.0,35.29411764705882,Fuzzy,7/1/1975,1/24/89,,"For continous epidural administration as adjunctive therapy with intraspinal opiates for the treatment of pain in cancer patients tolerant to, or unresponsive to, intraspinal opiates."
tenofovir disoproxil fumarate + emtricitabine,tenofovir,0.8418604651162791,100.0,34.61538461538461,Fuzzy,8/7/2006,3/17/09,,Treatment of pediatric HIV infection.
sertraline hydrochloride,Cysteamine hydrochloride,0.8373015873015873,83.33333333333333,83.33333333333334,Fuzzy,2/23/2004,8/19/97,For additional indication,Treatment of corneal cystine crystal accumulation in cystinosis patients.
tenofovir disoproxil fumarate + emtricitabin + efavirenz,tenofovir,0.8346153846153846,100.0,29.508196721311474,Fuzzy,6/19/2009,3/17/09,,Treatment of pediatric HIV infection.
mianserin hydrochloride,Amantadine hydrochloride,0.8342995169082125,80.85106382978724,80.85106382978724,Fuzzy,8/1/1985,4/9/15,"Anti depressant- Indicated in the treatment of endogenous reactive depression anxiety, agitation and insomnia where associated with depressive illness.",Treatment of levodopa-induced dyskinesia
articaine hydrochloride,Cysteamine hydrochloride,0.8342995169082125,80.85106382978724,80.85106382978724,Fuzzy,8/1/1986,8/19/97,"Local anaesthetic agent- Indicated for spinal infiltration, dental surgical & epidural anaesthesia.",Treatment of corneal cystine crystal accumulation in cystinosis patients.
nimustine hydrochloride,Cysteamine hydrochloride,0.8342995169082125,80.85106382978724,80.85106382978724,Fuzzy,8/1/1985,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
icodextrin,Icodextrin 7.5% with Electrolytes Peritoneal Dialysis Solution,0.8327868852459016,100.0,28.169014084507037,Fuzzy,6/8/2006,7/18/97,For peritoneal dialysis.,Treatment of those patients having end stage renal disease and requiring peritoneal dialysis treatment.
buspirone hydrochloride,bendamustine hydrochloride,0.831638795986622,81.63265306122449,81.63265306122449,Fuzzy,10/1/1990,11/26/13,,"Treatment of Follicular Lymphoma, Small Lymphocytic Lymphoma, Lymphoplasmacytic Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-Associated Lymphoma Tissue (MALT), and Nodal Marginal Zone Lymphoma (Collectively Indolent B-cell Non-Hodgkin's Lymphoma)"
atomoxetine hydrochloride,Amantadine hydrochloride,0.8300000000000001,81.63265306122449,81.63265306122449,Fuzzy,11/9/2004,4/9/15,,Treatment of levodopa-induced dyskinesia
caffeine + ergotamine tartarate + analgin + trifluperazine hydrochloride,Caffeine,0.8242424242424242,100.0,21.62162162162162,Fuzzy,,9/20/88,,Treatment of apnea of prematurity.
dobutamine hydrochloride,Cysteamine hydrochloride,0.8222222222222223,83.33333333333333,83.33333333333334,Fuzzy,10/4/1993,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
cyproheptadine hydrochloride,Cysteamine hydrochloride,0.8115440115440116,80.76923076923077,80.76923076923077,Fuzzy,1/1/1973,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
bambuterol hydrochloride,bendamustine hydrochloride,0.8057692307692308,80.0,80.0,Fuzzy,12/13/1999,11/26/13,,"Treatment of Follicular Lymphoma, Small Lymphocytic Lymphoma, Lymphoplasmacytic Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-Associated Lymphoma Tissue (MALT), and Nodal Marginal Zone Lymphoma (Collectively Indolent B-cell Non-Hodgkin's Lymphoma)"
tiagabine hydrochloride,Cysteamine hydrochloride,0.8024091024663106,80.85106382978724,80.85106382978724,Fuzzy,6/26/1905,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
ibopamine hydrochloride,Cysteamine hydrochloride,0.8024091024663106,80.85106382978724,80.85106382978724,Fuzzy,10/3/2003,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
terazosin hydrochloride,Cysteamine hydrochloride,0.8009661835748793,80.85106382978724,80.85106382978724,Fuzzy,,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
epinastine hydrochloride,bendamustine hydrochloride,0.7997280497280497,88.0,88.0,Fuzzy,9/22/2006,11/26/13,,"Treatment of Follicular Lymphoma, Small Lymphocytic Lymphoma, Lymphoplasmacytic Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-Associated Lymphoma Tissue (MALT), and Nodal Marginal Zone Lymphoma (Collectively Indolent B-cell Non-Hodgkin's Lymphoma)"
tetramisole hydrochloride,Cysteamine hydrochloride,0.7938888888888888,81.63265306122449,81.63265306122449,Fuzzy,7/1/1973,8/19/97,Anthelmintic,Treatment of corneal cystine crystal accumulation in cystinosis patients.
bromhexine hydrochloride,apomorphine hydrochloride,0.7938888888888888,81.63265306122449,81.63265306122449,Fuzzy,9/1/1979,4/22/93,,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
metadoxine hydrochloride,Amantadine hydrochloride,0.7896825396825397,87.5,87.5,Fuzzy,10/24/2003,4/9/15,,Treatment of levodopa-induced dyskinesia
human interferon alfa-2b,Interferon alfa-2a,0.7870370370370371,90.9090909090909,80.95238095238095,Fuzzy,1/2/2001,6/6/89,"By cancer specialists-for multiple myeloma, kaposis sarcoma in patients with AIDS, malignant melanoma, hairy cell leukemia, chronic myelogenous leukemia, laryngeal papilimatosis, condylomate accuminata, superficial and nodulocerative basal cell carcinoma.",Treatment of chronic myelogenous leukemia.
sevelamer hydrochloride,Cysteamine hydrochloride,0.784865242817188,80.85106382978724,80.85106382978724,Fuzzy,7/10/2007,8/19/97,For the control of serum phosphorus in patients with chronic kidney disease on hemodialysis.,Treatment of corneal cystine crystal accumulation in cystinosis patients.
tetracycline hydrochloride,Cysteamine hydrochloride,0.7845765345765345,80.0,80.0,Fuzzy,10/1/1978,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
nicardipine hydrochloride.,apomorphine hydrochloride,0.7833333333333333,80.0,80.0,Fuzzy,10/27/1993,4/22/93,,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
amitriptyline hydrochloride,apomorphine hydrochloride,0.7710476190476192,80.76923076923077,80.76923076923077,Fuzzy,8/1/1962,4/22/93,Anti-depressant.,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
salicylic acid,Aminosalicylic acid,0.7694235588972432,84.84848484848484,84.84848484848484,Fuzzy,1/28/2008,2/19/92,"For scaling of seborrhea, seborrheic dermatitis, psoriasis of scalp.",Treatment of tuberculosis infections
morphazinamide hydrochloride,apomorphine hydrochloride,0.7688819875776397,83.01886792452831,83.01886792452831,Fuzzy,7/1/1967,4/22/93,,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
clomipramine hydrochloride,Cysteamine hydrochloride,0.7607692307692309,80.0,80.0,Fuzzy,2/1/1992,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
acotiamide hydrochloride,Cysteamine hydrochloride,0.7555555555555555,83.33333333333333,83.33333333333334,Fuzzy,7/6/2016,8/19/97,"For the treatment of bloating after meals, epigastric bloating and early satiety in functional dyspepsia.",Treatment of corneal cystine crystal accumulation in cystinosis patients.
tiapride hydrochloride,apomorphine hydrochloride,0.7517384370015948,80.85106382978724,80.85106382978724,Fuzzy,6/23/2011,4/22/93,For the treatments of agitation and aggressiveness in adult patients with cognitive impairment.,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
lidocaine hydrochloride,Cysteamine hydrochloride,0.7497775235189422,80.85106382978724,80.85106382978724,Fuzzy,7/30/2010,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
ritodrine hydrochloride,Amantadine hydrochloride,0.7497775235189422,80.85106382978724,80.85106382978724,Fuzzy,2/21/1995,4/9/15,,Treatment of levodopa-induced dyskinesia
r-hu-coagulation factor vii,Coagulation factor IX,0.7477072310405642,92.3076923076923,83.33333333333334,Fuzzy,1/14/2003,6/27/89,Treatment of bleeding episodes and prevention of excessive bleeding associated with surgery in patients with inherited or acquired hemophilia with inhibitors to coagulation factor VIII or IX,Replacement treatment and prophylaxis of the hemorrhagic complications of hemophilia B.
buprenorphine hydrochloride,apomorphine hydrochloride,0.74675645342312,84.61538461538461,84.61538461538461,Fuzzy,9/3/2009,4/22/93,"Narcotic analgesic- Indicated in the treatment of post-operative pain, pre-medication before surgery & myocardial pain.",Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
protryptyline hydrochloride,apomorphine hydrochloride,0.7456084656084657,80.76923076923077,80.76923076923077,Fuzzy,,4/22/93,,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
ethamsylate + tranexamic acid,tranexamic acid,0.7407407407407408,100.0,71.42857142857143,Fuzzy,12/29/2004,12/3/85,"By RMP- for the treatment of abnormal blood loss due to menorrhagia, local fibrinolysis and intra operative/post operative hemorrhage.","For use in patients with congenital coagulopathies undergoing surgical procedures, e.g. dental extractions"
l-asparaginase,Erwinia L-asparaginase,0.735930735930736,100.0,77.77777777777779,Fuzzy,5/1/1973,7/30/86,Anticancer,Treatment of acute lymphocytic leukemia.
tamsulosin hydrochloride,bendamustine hydrochloride,0.7355006105006106,80.0,80.0,Fuzzy,4/4/2002,11/26/13,,"Treatment of Follicular Lymphoma, Small Lymphocytic Lymphoma, Lymphoplasmacytic Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone B-cell Lymphoma of Mucosa-Associated Lymphoma Tissue (MALT), and Nodal Marginal Zone Lymphoma (Collectively Indolent B-cell Non-Hodgkin's Lymphoma)"
nicotinamide hydrochloride,Cysteamine hydrochloride,0.7355006105006106,80.0,80.0,Fuzzy,9/1/1962,8/19/97,B complex,Treatment of corneal cystine crystal accumulation in cystinosis patients.
naloxone hydrochloride,apomorphine hydrochloride,0.7341945773524721,80.85106382978724,80.85106382978724,Fuzzy,7/28/1992,4/22/93,,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
methacycline hydrochloride.,Amantadine hydrochloride,0.7341880341880342,80.0,80.0,Fuzzy,12/1/1966,4/9/15,,Treatment of levodopa-induced dyskinesia
r-human interferon beta 1a,Interferon beta-1a,0.7307692307692308,100.0,81.81818181818181,Fuzzy,1/18/2002,12/16/91,For treatment of patients with relapsing/remitting multiple sclerosis ch characterised by at least 2 recurrent attacks with neurological symptoms over the preceding 2 years.,Treatment of multiple sclerosis.
protriptyline hydrochloride,apomorphine hydrochloride,0.7297354497354497,80.76923076923077,80.76923076923077,Fuzzy,6/1/1969,4/22/93,,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.
aspirin + rosuvastatin,rosuvastatin,0.7277777777777779,100.0,75.0,Fuzzy,3/30/2011,2/14/14,,For the treatment of pediatric homozygous familial hypercholesterolemia
isoptin hydrochloride,Cysteamine hydrochloride,0.720899470899471,80.0,80.0,Fuzzy,9/1/1974,8/19/97,,Treatment of corneal cystine crystal accumulation in cystinosis patients.
fexofenadine hydrochloride,Amantadine hydrochloride,0.7008547008547009,80.0,80.0,Fuzzy,11/1/2000,4/9/15,,Treatment of levodopa-induced dyskinesia
