CDSCO Drug Name,FDA Drug Name,Similarity Score,Token Score,Ratio Score,Match Type,CDSCO Approval Date,FDA Approval Date,CDSCO Indication,FDA Indication
Pirfenidone film coated tablet ...200mg,pirfenidone,0.861111111111111,100.0,46.808510638297875,Fuzzy,14.09.10,3/5/04,For the treatment of idiopathic pulmonary fibrosis.,Treatment of idiopathic pulmonary fibrosis
Eribulin mesylate solution for injection 0.88mg / 2ml vial,eribulin mesylate,0.8607142857142858,100.0,46.57534246575342,Fuzzy,27.01.12,5/14/12,For the treatment of patients with locally advanced or metastatic breast cancer who have progressed after at least two chemotherapeutic regimens for advanced disease. Prior therapy should have included an anthracycline and a taxane unless patients were Þ¡,Treatment of soft tissue sarcoma
Everolimus 2.5mg/5mg/10mg Tablets,everolimus,0.8606060606060606,100.0,46.51162790697675,Fuzzy,21.03.13,2/14/08,1. For the treatment of tuberous sclerosis complex (TSC) who have renal angiomyolipoma not requiring immediate surgery. 2. For the treatment of postmenopausal women with hormone receptor positive advanced breast cancer in combination with an aromatase inhÞ¡,Treatment of neuroendocrine tumors
"Nitazoxanide oral tablet, oral suspension",nitazoxanide,0.86,100.0,46.15384615384615,Fuzzy,17/03/2004,2/14/02,,Treatment of intestinal giardiasis
Azacitidine for injection 100 mg/vial,azacitidine,0.8594594594594595,100.0,45.833333333333336,Fuzzy,29.04.14,7/28/21,For the treatment of adult patients with all subtypes of Myelodysplastic Syndrome.,Treatment of Juvenile myelomonocytic leukemia
"Afatinib Tablet 20, 30, 40 mg",afatinib,0.8592592592592593,100.0,45.714285714285715,Fuzzy,30.12.14,8/3/15,For â??treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with Epidermal Growth Factor Receptor (EGFR) mutationâ?�,Treatment of non-small cell lung cancer with squamous histology.
Gabapentin ER 450/600/900mg tablet,gabapentin,0.8588235294117647,100.0,45.45454545454546,Fuzzy,15/12/2006,11/8/10,For the treatment of neuropathic pain and as adjunctive therapy in the treatment of partial seizures with or without secondary generalisation in adults.,Management of postherpetic neuralgia
Nitazoxanide (500mg) + Ofloxacin (200mg) Tablet,nitazoxanide,0.8585365853658536,100.0,45.28301886792453,Fuzzy,1/7/2005,2/14/02,For the treatment of enterocolitis/urogenital infection and other susceptible infections in in adult patients only.,Treatment of intestinal giardiasis
Interferon alfa-2b (Human serum albumin free solution) injection.,Interferon alfa-2a,0.8580645161290322,90.9090909090909,44.99999999999999,Fuzzy,27-12-2000,6/6/89,"For use in cancer-hospital/institution and against the prescription of specialistsonly- for multiple myeloma, AIDS related kaposis sarcoma, malignant melanoma, hairy cell leukemia, chronic myelogenous leukemia, laryngeal papillomathesis, condylomata, acumÞ¡",Treatment of chronic myelogenous leukemia.
Propranolol sustained release capsules,propranolol,0.8578947368421053,100.0,44.89795918367348,Fuzzy,1987-December,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
Artemether + Lumefantrine Dispersible tablet (40/80mg + 240/480mg ) (Additional Strength),artemether/lumefantrine,0.8575,100.0,44.66019417475729,Fuzzy,05.08.08,8/31/07,Same as Approved.,For the treatment of infections due to Plasmodium falciparum or mixed infections including P. falciparum.
Botulinum toxin type A 50 Units/Vial and 100 Units/Vial (Additional Indication),Botulinum toxin type A,0.8571428571428571,100.0,44.44444444444444,Fuzzy,02.06.11,3/22/84,For the prophylaxis of headaches in adults with chronic migraine.,Treatment of strabismus and blepharospasms
Paclitaxel nanoparticle Inj. (20mg/ml),Paclitaxel,0.8571428571428571,100.0,44.44444444444444,Fuzzy,23/08/2006,3/25/97,For metastatic breast cancer.,Treatment of AIDS-related Kaposi's sarcoma.
Calfactant intratracheal suspension,calfactant,0.8571428571428571,100.0,44.44444444444444,Fuzzy,16.12.10,6/7/85,i) As a prophylaxis therapy for premature infants < 29 weeks of gestational age at significant risk for respiratory distress syndrome (RDS). Ii) For the treatment of infants â?¤ 72 hours of age with RDS (confirmed by clinical and radiologic findings) and reÞ¡,Treatment and prevention of respiratory failure due to pulmonary surfactant deficiency in preterm infants.
Glatiramer Acetate Injection (20mg/ ml) & Pre-filled syringe (20mg/ml),glatiramer acetate,0.8571428571428571,100.0,44.44444444444444,Fuzzy,03.06.09,11/9/87,For the reduction of the frequency of relapses in patients with Relapsing-Remitting Multiple Sclerosis.,Treatment of multiple sclerosis
Bortezomib for injection (3.5mg/vial),bortezomib,0.8571428571428571,100.0,44.44444444444444,Fuzzy,18/05/2005,5/30/12,For the treatment of myeloma patients.,Treatment of mantle cell lymphoma.
Imatinib mesylate 100 mg/400mg Tablets (Additional Indication),imatinib mesylate,0.8566666666666667,100.0,44.15584415584416,Fuzzy,15.11.11,11/1/01,"1. Adjuvant treatment of adult patients following resection of gastro- intestinal stromal tumours (GIST) 2. For the treatment of CML in blast crisis, accelerated phase or in chronic phase after failure of interferon alpha therapy. 3. Newly diagnosed PhilaÞ¡",Treatment of gastrointestinal stromal tumors
Trastuzumab powder concentrate infusion,trastuzumab,0.8564102564102564,100.0,43.99999999999999,Fuzzy,10/7/2000,10/13/09,By cancer specialist-in metastatic breast cancer who have tumours that over express human epidermal growth factor receptor-2 (HER2),"Treatment of HER2-overexpressing advanced adenocarcinoma of the stomach, including gastroesophageal junction"
Clonidine Hcl + Hydrochlorthiazide,Clonidine,0.85625,100.0,43.90243902439024,Fuzzy,1975-July,1/24/89,Antihypertensive agent- indicated in the treatment of hypertension.,"For continous epidural administration as adjunctive therapy with intraspinal opiates for the treatment of pain in cancer patients tolerant to, or unresponsive to, intraspinal opiates."
Ofloxacin (200mg) + Ornidazole (500mg),Ofloxacin,0.85625,100.0,43.90243902439024,Fuzzy,19.01.2005,4/18/91,By RMP- For treatment of diarrhea of mixed infection in adult only.,Treatment of bacterial corneal ulcers.
Lidocaine Patch 700mg in aqueous base. (50 mg per gram adhesive),Lidocaine patch 5%,0.8557377049180328,93.75,43.58974358974359,Fuzzy,26.03.09,10/24/95,For the relief of pain associated with post-herpetic neuralgia. It should be applied only to intact skin.,"For relief of allodynia (painful hypersensitivity), and chronic pain in postherpetic neuralgia."
Topiramate tablets & sprinkle capsules,Topiramate,0.8555555555555555,100.0,43.47826086956522,Fuzzy,2004-October,11/25/92,For additional indication.,Treatment of Lennox-Gastaut syndrome.
Mesna oral tablets,Mesna,0.8555555555555555,100.0,43.47826086956522,Fuzzy,5/5/2004,11/14/85,"By oncologist- for the prevention of urothelical toxicity including haemorrhagic cyctitis, microhaematuria and macrohaematuria in patients with ifosfamide and cyclophosphamide in doses considered to be urotoxic.",For use as a prophylactic agent in reducing the incidence of ifosfamide-induced hemorrhagic cystitis.
Tobramycin Inhalation solution (300mg/5ml),Tobramycin for inhalation,0.8555217391304348,91.30434782608695,64.61538461538461,Fuzzy,22/03/2006,10/13/94,For chronic pulmonary infection cystic fibrosis.,Treatment of bronchopulmonary infections of Pseudomonas aeruginosa in cystic fibrosis patients.
Propranolol with bendrofluazide capsules,propranolol,0.855,100.0,43.13725490196079,Fuzzy,1982-October,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
Eltrombopag (as Olamine) Tablets ...25mg / 50mg,eltrombopag,0.855,100.0,43.13725490196079,Fuzzy,19.10.10,11/8/13,"For the treatment of thrombocytopenia in patients with chronic immune (idiopathic) thrombocytopenic purpura who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy. (It should be used only in patients with ITP whose degreÞ¡",Treatment of aplastic anemia
Tretinoin Microsphere Gel (0.1% W/V),Tretinoin,0.8545454545454545,100.0,42.85714285714286,Fuzzy,26.08.08,10/24/90,For topical treatment of acne vulgaris.,Treatment of acute promyelocytic leukemia.
Calcium acetate 435mg + Magnesium carbonate 235mg tablets,Calcium acetate,0.8545454545454545,100.0,42.85714285714286,Fuzzy,05.03.10,12/22/88,For the management of hyperphosphatemia in adults patients with renal failure being treated with dialysis (hemodialysis or peritoneal dialysis).,Treatment of hyperphosphatemia in end stage renal failure.
Artemether 40mg/80mg + Lumefantrine 240mg/480mg tablets (additional Strength),artemether/lumefantrine,0.8543180464562239,100.0,47.916666666666664,Fuzzy,24.06.08,8/31/07,Same as Approved.,For the treatment of infections due to Plasmodium falciparum or mixed infections including P. falciparum.
Sildenafil Citrate Injection 0.8mg/ml,sildenafil,0.854054054054054,100.0,42.553191489361694,Fuzzy,05.12.12,7/28/11,For the treatment of pulmonary arterial hypertension (PAH) (WHO Group-1) to improve exercise ability and delay clinical worsening.,Treatment of pediatric (defined as children less than 17 years of age) pulmonary arterial hypertension
Budesonide controlled release capsule,budesonide,0.854054054054054,100.0,42.553191489361694,Fuzzy,30/08/2005,5/17/10,For the treatment of ulcerative colitis.,To slow the progression of immunoglobulin A nephropathy & delay kidney failure in patients affected by the disease.
Megestrol Acetate Oral Suspension 400mg per 10ml (10 & 20mg Sachet),Megestrol acetate,0.8539682539682539,100.0,42.50000000000001,Fuzzy,05.12.12,4/13/88,"For the treatment of anorexia, cachexia, or an unexplained, significant weight loss in patients with a diagnosis of cancer or acquired immunodeficiency syndrome (AIDS).","Treatment of patients with anorexia, cachexia, or significant weight loss (=/>10% of baseline body weight) and confirmed diagnosis of AIDS."
Dexrazoxane powder for inj (lyophilized) IV,dexrazoxane,0.853658536585366,100.0,42.307692307692314,Fuzzy,26-02-2002,3/25/04,Prevention of cardiotoxicity of doxorubicin containing chemotherapy regimens.,Treatment of anthracycline extravasation during chemotherapy
Propranolol hcl sustained release tablets,propranolol,0.853658536585366,100.0,42.307692307692314,Fuzzy,1985-September,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
Albendazole 400 mg + Ivermectin 6 mg tablet,Albendazole,0.853658536585366,100.0,42.307692307692314,Fuzzy,25.04.09,1/18/96,For the treatment of intestinal helminthes and suppression of microfilaraemia especially with bancrofti infections.,"Treatment of neurocysticercosis due to Taenia solium as: 1) chemotherapy of parenchymal, subarachnoidal and racemose (cysts in spinal fluid) neurocysticercosis in symptomatic cases and 2) prophylaxis of epilepsy and other sequelae in asymptomatic neurocysticercosis."
Ambrisentan film coated Tablets 5 mg / 10mg,ambrisentan,0.853658536585366,100.0,42.307692307692314,Fuzzy,28.05.10,7/16/04,For the treatment of pulmonary arterial hypertension (WHO Group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening.,Treatment of pulmonary arterial hypertension
Temozolomide powder for solution for infusion,temozolomide,0.8533333333333333,100.0,42.10526315789473,Fuzzy,28.05.10,10/5/98,"For the treatment of; i) Adult patients with newly-diagnosed glioblastoma multiforme concomitantly with radiotherapy (RT) and subsequently as monotherapy treatment. Ii) Children from the age of three years, adolescents and adult patients with malignant giÞ¡",Treatment of recurrent malignant glioma.
Caffeine citrate oral solution,Caffeine,0.8533333333333333,100.0,42.10526315789473,Fuzzy,21.07.09,9/20/88,For the short treatment of apnoea of prematurity in infants between 28 and <33 weeks gestational age.,Treatment of apnea of prematurity.
Sorafenib (as Tosylate) (200mg) Tablet,Sorafenib,0.8529411764705882,100.0,41.860465116279066,Fuzzy,01.08.07,4/20/06,For the treatment of patients with advanced renal cell carcinoma.,Treatment of hepatocellular carcinoma
Rifaximin Dispersible Tablet 200mg,rifaximin,0.8529411764705882,100.0,41.860465116279066,Fuzzy,26.11.09,2/10/98,For infections diarrhoea in adults.,Treatment of hepatic encephalopathy
Exemestane 25mg Tablet (Addl. Indication),Exemestane,0.8526315789473684,100.0,41.666666666666664,Fuzzy,29.08.09,9/19/91,Indicated for adjuvant treatment of Post Menopausal Women with estrogen receptor positive early breast cancer who have received two-three year of tamoxifen and are switched to exemestane for completion of total of five years of adjuvant hormonal therapy.,Treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.
Deferasirox 100mg dis.tablet(addl. strength),deferasirox,0.8523809523809524,100.0,41.509433962264154,Fuzzy,28.11.07,2/24/15,As Approved,Treatment of chronic iron overload in alpha-thalassemia
Lamotrigine MR Tablets 150mg (Addl. Strength),Lamotrigine,0.8523809523809524,100.0,41.509433962264154,Fuzzy,03.10.09,8/23/95,Same as approved.,Treatment of Lennox-Gastaut syndrome.
Propranolol with hydroflumethazide tablets,propranolol,0.8523809523809524,100.0,41.509433962264154,Fuzzy,1982-October,9/5/08,,Treatment of proliferating infantile hemangiomas requiring systemic therapy
Tenofovir Disoproxil Fumerate 300mg,tenofovir,0.8514285714285714,100.0,40.90909090909091,Fuzzy,19.06.09,3/17/09,For the treatment of chronic Hepatitis B in adults.,Treatment of pediatric HIV infection.
Pemetrexed Disodium 500mg/100mg Powder for Injection (additional indication),pemetrexed disodium,0.8513513513513514,100.0,40.86021505376344,Fuzzy,16.01.10,8/28/01,Indicated as a monotherapy for the maintenance treatment of locally advanced or metastatic Non Small Cell Lung Cancer (NSCLC) other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-baseÞ¡,Treatment of malignant pleural mesothelioma
Topiramate tablets (finished formulation),Topiramate,0.8512820512820513,100.0,40.816326530612244,Fuzzy,23-08-1999,11/25/92,In the treatment of partial and generalized tonic clonic seizures.,Treatment of Lennox-Gastaut syndrome.
Lamotrigine ER Tablet 25mg/50mg/100mg/200mg,Lamotrigine,0.8511627906976744,100.0,40.74074074074075,Fuzzy,06.08.12,8/23/95,Add-on therapy for partial and secondary generalised tonic-clonic seizures.,Treatment of Lennox-Gastaut syndrome.
Deflazacort Tablet 18mg (Additional Strength),deflazacort,0.8511627906976744,100.0,40.74074074074075,Fuzzy,30.01.10,8/16/13,Same as approved,Treatment of Duchenne muscular dystrophy
Ruxolitinib 10mg tablet (additional Strength),ruxolitinib,0.8511627906976744,100.0,40.74074074074075,Fuzzy,29.05.15,11/3/16,"1. For the treatment of patients with myelofibrosis including primary myelofibrosis, post-polycythemia vera myelofibrosis or post-essential thrombocythemia myelofibrosis. 2.Treatment of patients with polycythemia vera who are resistant to or intolerant ofÞ¡",Treatment of graft versus host disease
Rosuvastatin 5/10/20mg + Fenofibrate 67/145/160mg,rosuvastatin,0.851063829787234,100.0,40.67796610169492,Fuzzy,23.08.10,2/14/14,For the treatment of combined hyperlipidemia in patients with normal hepatic and renal function.,For the treatment of pediatric homozygous familial hypercholesterolemia
Bortezomib 2mg/vial (additional pack size),bortezomib,0.85,100.0,40.0,Fuzzy,28.03.07,5/30/12,As approved,Treatment of mantle cell lymphoma.
Ibrutinib 140mg Hard gelatin Capsule,ibrutinib,0.85,100.0,40.0,Fuzzy,07.10.15,6/23/16,For the treatment of adult patients with:-mantle cell lymphoma (MCL) who have recieved at least one prior therapy.-Chronic Lymphocytic leukemia (CLL) who have recieved at least one prior therapy.- Chronic lymphocytic leukemia with 17p deletion.,Treatment of chronic Graft versus Host disease
Deferasirox dispersible tablet 125/250/500mg.,deferasirox,0.85,100.0,40.0,Fuzzy,12/7/2006,2/24/15,For the treatment of chronic iron overload due to blood transfusion (transfusional haemosiderosis) in patients aged 2 years and above.,Treatment of chronic iron overload in alpha-thalassemia
Lenvatinib hard gelatin capsule 4mg/10mg,lenvatinib,0.85,100.0,40.0,Fuzzy,02.12.16,3/27/14,"For the treatment of patients with locally recurrent or metastatic, progressive, radioactive iodine refractory differentiated thyroid cancer.",Treatment of hepatocellular carcinoma
Artesunate injection. (Additional strength),artesunate,0.85,100.0,40.0,Fuzzy,13.11.13,3/28/06,Promoted for use in severe malaria including cerebral malaria and as a second line in chloroquine resistant malaria cases only.,Immediate treatment of malaria
Ceritinib Hard gelatin Capsule150 mg,ceritinib,0.85,100.0,40.0,Fuzzy,03.07.15,9/27/13,For the treatment of patients withÂ anaplasticÂ lymphomaÂ kinaseÂ (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who haveÂ progressed on or are intolerant toÂ crizotinib.,Treatment of patients with non-small cell lung cancer (NSCLC) that is anaplastic lymphoma kinase(ALK)-positive
Panobinostat hard gelatin capsule 10mg/15mg/20mg,panobinostat,0.85,100.0,40.0,Fuzzy,27.03.16,8/20/12,"In combination with bortezomib and dexamethasone, is indicated for the treatment of patients with multiple myeloma, who received at least 1 prior therapy.",Treatment of multiple myeloma
Doxorubicin HCl Pegylated Liposomal Injection (20/50MG) (Additional Indication),doxorubicin HCL liposome injection,0.8494901960784315,84.7457627118644,60.55045871559632,Fuzzy,23.08.08,12/29/04,In combination with bortezumab for the treatment of progressive multiple myeloma in patients who have received at least one prior therapy and who have already undergone or are unsuitable for bone marrow transplant.,Treatment of multiple myeloma
Difluprednate 0.05% w/v + Moxifloxacin 0.5% w/v Eye Drops,difluprednate,0.8490566037735849,100.0,39.39393939393939,Fuzzy,22.09.11,9/30/08,For steroid responsive inflammatory ocular conditions for which a corticosteroid is indicated and where bacterial infection or a risk of bacterial ocular infection exists.,Treatment of endogenous and traumatic anterior uveitis and panuveitis.
Rosuvastatin Calcium Tablet (Additional Indication),rosuvastatin,0.8489795918367348,100.0,39.34426229508197,Fuzzy,24.05.10,2/14/14,Risk reduction of MI stroke and arterial evascularisation procedure in patients without clinically evident CHD but with multiple risk factor.,For the treatment of pediatric homozygous familial hypercholesterolemia
Everolimus 5/10mg Tablets (Addl. Indication),everolimus,0.8487804878048781,100.0,39.21568627450981,Fuzzy,16.05.09,2/14/08,Treatment of advance renal cell carcinoma.,Treatment of neuroendocrine tumors
Tacrolimus lipid suspension for injection,Tacrolimus,0.8487804878048781,100.0,39.21568627450981,Fuzzy,15.10.08,6/6/05,"For prophylaxis of transplant rejection in liver, pancreas, lung, heart and kidney allograft recipients. And treatment of allograft rejection resistant to treatment with other immuno suppressive medicinal products.",Prophylaxis of organ rejection in patients receiving heart transplants.
Octreotide injection (finished formulation),Octreotide,0.8487804878048781,100.0,39.21568627450981,Fuzzy,30/06/1994,8/24/98,,Treatment of severe diarrhea and flushing associated with malignant carcinoid tumors.
Nintedanib soft Gelatin Capsule 100/150mg,nintedanib,0.8487804878048781,100.0,39.21568627450981,Fuzzy,11.03.16,7/6/16,For the treatment of Idiopathic Pulmonary Fibrosis (IPF).,Treatment of systemic sclerosis (including the associated interstitial lung disease).
Leuprolide Acetate powder for Injection (7.5mg/vial 1 month depot injection),Leuprolide acetate,0.8486486486486486,100.0,39.13043478260869,Fuzzy,10/8/2006,7/25/88,For children in central precocious puberty.,Treatment of central precocious puberty
Dasatinib Tablets 100mg (addl. Strength),dasatinib,0.8486486486486486,100.0,39.13043478260869,Fuzzy,10.07.09,11/28/05,Same as approved.,Treatment of chronic myelogenous leukemia
Rituximab (finished formulation import),rituximab,0.8486486486486486,100.0,39.13043478260869,Fuzzy,10/7/2000,2/14/06,By cancer specialist-for the treatment of patients with relapsed or chemo resistant indolent B cell non-hodgkins lymphomas.,"Treatment of patients with anti-neutrophil cytoplasmic antibody-associated vasculitis (Wegener's Granulomatosis, Microscopic Polyangiitis, and Churg-Strauss Syndrome)"
Rifaximin 400mg (additional Indication),rifaximin,0.8486486486486486,100.0,39.13043478260869,Fuzzy,18.07.09,2/10/98,For the treatment of hepatic encephalopathy.,Treatment of hepatic encephalopathy
Paclitaxel albumin bound particles for injectable suspension,paclitaxel protein-bound particles,0.8486274509803922,86.66666666666667,61.702127659574465,Fuzzy,18.08.08,9/3/09,For the treatment of breast cancer afetr failure of combination chemotherapy for metastatic disease or relapse within 6 months of adjuvant chemotherapy.,Treatment of pancreatic cancer.
Bortezomib Injection (additional indication),bortezomib,0.8476190476190476,100.0,38.46153846153846,Fuzzy,5/9/2007,5/30/12,For the treatment of patients with mantle cell lymphoma who have received at least one prior therapy.,Treatment of mantle cell lymphoma.
Amiodarone Injection (additional Indication),Amiodarone HCl,0.8476190476190476,83.33333333333333,46.42857142857143,Fuzzy,5/10/2007,3/16/94,For cardiopulmonary resuscitation in the event of cardiac arrest related to ventricular fibrilation resistant to external electric shock.,For the acute treatment and prophylaxis of life-threatening ventricular tachycardia or ventricular fibrillation.
Dasatinib tablet 20mg/50mg/70mg tablet,dasatinib,0.8473684210526315,100.0,38.297872340425535,Fuzzy,30/08/2006,11/28/05,For the treatment of adults with chronic accelerated or myeloid or lymphoid blast phase chronic myeloid leukemai (CML).,Treatment of chronic myelogenous leukemia
Midazolam (as maleate) 7.5mg/15mg tablet,midazolam,0.8473684210526315,100.0,38.297872340425535,Fuzzy,10/5/2006,10/20/09,For insomnia.,"Rescue treatment of seizures in patients who require control of intermittent bouts of increased seizure activity (e.g. acute repetitive seizures, seizure clusters)"
Ribavirin Capsules 200mg (Addl. Strength),ribavirin,0.8473684210526315,100.0,38.297872340425535,Fuzzy,24.12.09,4/4/03,Indicated in combination with peg interferon alpha-2b for the treatment of naÃ¯ve adult patients with chronic hepatitis C with clinically stable HIV co-infection.,Treatment of chronic hepatitis C in pediatric patients
Hydrocortisone Aceponate 0.584mg/ml cutaneous spray solution,Hydrocortisone,0.8466666666666667,100.0,37.83783783783784,Fuzzy,06.01.17,5/13/15,For symptomatic treatment of inflammatory and pruritic dermatosis in dogs.,Treatment of pediatric adrenal insufficiency (0 through 16 years of age).
Tacrolimus Capsules 3mg (Additional Strength),Tacrolimus,0.8465116279069768,100.0,37.735849056603776,Fuzzy,24.04.10,6/6/05,Same as Approved,Prophylaxis of organ rejection in patients receiving heart transplants.
Acyclovir 50g + Hydrocortisone 10mg Cream,acyclovir,0.8461538461538461,100.0,37.5,Fuzzy,30.08.11,12/13/10,For the early treatment of recurrent cold sores in adult patients to reduce likelihood of ulcerative cold sores and to shorten the lesion healing time.,Treatment of acute herpetic keratitis caused by Herpes Simplex Virus type 1 and 2
Eribulin mesylate solution for injection 0.88mg in 2ml vial (Add. Indication),eribulin mesylate,0.845945945945946,100.0,37.362637362637365,Fuzzy,18.02.15,5/14/12,For the treatment of patients with locally advanced or metastatic breast cancer who have progressed after at least one chemotherapeutic regimens for advanced disease. Prior therapy should have included an anthracycline and a taxane in either the adjuvantÞ¡,Treatment of soft tissue sarcoma
Deferasirox dispersible tablet 125mg/250mg/500mg,deferasirox,0.8458333333333334,100.0,37.28813559322034,Fuzzy,20.08.07,2/24/15,For the treatment of chronic iron overload due to blood transfusion (transfusional haemosiderosis) in patients aged 2years and above.,Treatment of chronic iron overload in alpha-thalassemia
Crizotinib hard gelatin Capsules 200mg/250mg,crizotinib,0.8454545454545456,100.0,37.03703703703704,Fuzzy,16.12.11,9/13/10,For the treatment of patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) that is anaplastic lymphoma kinase (ALK) â?? positive as detected by an FDA-approved test.,"Treatment of ALK-positive, MET-positive, or ROS-positive non-small cell lung cancer"
Amphotericin B Lipid suspension injection (25mg/vial) with lipid suspension,Amphotericin B lipid complex,0.8446075233746466,83.33333333333333,51.48514851485149,Fuzzy,03.06.08,12/5/91,For invasive fungal infection in patients who are refractory to or intolerant of conventional amphotericin B therapy.,Treatment of invasive fungal infections.
Tacrolimus ointment 0.03% & 0.1% (Not for children),Tacrolimus,0.8444444444444444,100.0,36.36363636363637,Fuzzy,07.03.2003,6/6/05,For dermatologists-For treatment of patients with moderate to severe atopic dermatitis in whom the use of alternative convetional therapy is advisable.,Prophylaxis of organ rejection in patients receiving heart transplants.
Deferasirox dispersible tablet (400mg) (addl. Strength),deferasirox,0.844,100.0,36.065573770491795,Fuzzy,17/08/2007,2/24/15,As approved,Treatment of chronic iron overload in alpha-thalassemia
Abatacept powder for injection 250mg/vial,abatacept,0.8439024390243902,100.0,36.0,Fuzzy,22.07.08,12/26/17,"For the treatment of adult patients with severe active rheumatoid arthritis, who had an inadequate response to one more DMARDs such as methotrexate or TNF antagonists.",Prevention of graft versus host disease
Gefitinib tab 250mg (Additional Indication),gefitinib,0.8439024390243902,100.0,36.0,Fuzzy,18.12.09,8/26/14,"Indicated for the first line treatment of patients with locally advanced or metastatic non small cell lung cancer (NSLC) who have activating mutationof the EGFRTK"".",Treatment of epidermal growth factor receptor mutation-positive non-small cell lung cancer
Somatropin (r human growth hormone) (old molecule),Somatropin,0.8434782608695652,100.0,35.71428571428571,Fuzzy,20-12-2000,5/8/90,By endorinologists- growth failure due to in adequate secretion of normal endogenous growth hormone.,Treatment of short stature associated with Turner syndrome.
Amifostine sterile lyophillized powder for inj.,Amifostine,0.8434782608695652,100.0,35.71428571428571,Fuzzy,3/5/2001,5/30/90,For import of finished formulation,For use as a chemoprotective agent for cisplatin in the treatment of advanced ovarian carcinoma.
Deflazacort Oral Suspension (6mg/5ml) (New dosage form),deflazacort,0.8431372549019608,100.0,35.483870967741936,Fuzzy,15.06.07,8/16/13,"For asthma, rheumatoid arthritis when glucocorticosteriod therapy is warranted.",Treatment of Duchenne muscular dystrophy
Imatinib mesylate 100 mg/400mg Tablets and 100mg Capsules (Additional Indication),imatinib mesylate,0.8430379746835444,100.0,35.416666666666664,Fuzzy,11.08.11,11/1/01,1. For the Treatment of Adult Patients with newly Diagnosed Philadelphia Chromosome Positive Acute Lymphoblastic Leukaemia(Ph+ALL) integrated with chemotherapy 2. Treatment of Adult patients with relapsed or refractory Ph+ALL as monotherapy 3. Treatment oÞ¡,Treatment of gastrointestinal stromal tumors
Beractant intratracheal suspension (sterile),Beractant,0.8428571428571429,100.0,35.29411764705882,Fuzzy,2/10/2000,2/5/86,Indicated for the prevention and treatment of respiratory distress syndrome in prematute infants.,Treatment of neonatal respiratory distress syndrome
Tenofovir Disoproxil Fumarate Tablet (300mg),tenofovir,0.8428571428571429,100.0,35.29411764705882,Fuzzy,17/08/2005,3/17/09,For the treatment of HIV-1 infection in combination with other anti-retroviral agents.,Treatment of pediatric HIV infection.
Bortezomib inj.3.5mg/vial (Additional Indication),bortezomib,0.8425531914893617,100.0,35.08771929824561,Fuzzy,09.10.08,5/30/12,Treatment of patients with multiple myeloma.,Treatment of mantle cell lymphoma.
Zalcitabine film coated tablets (finished formulation),Zalcitabine,0.8423076923076923,100.0,34.92063492063492,Fuzzy,26/07/1993,6/28/88,For the treatment of AIDS,Treatment of AIDS.
Rosuvastatin Calcium tablets 5/10/20/40mg (Addl. Indication),rosuvastatin,0.8421052631578947,100.0,34.78260869565217,Fuzzy,08.11.08,2/14/14,1) As an adjunctive therapy to diet for the treatment of adult patients with hypertriglyceridemia. 2)As an adjunctive therapy to diet to slow the progression of atherosclerosis in adult patients as part of a treatment strategy to lower Total-C and LDL-C tÞ¡,For the treatment of pediatric homozygous familial hypercholesterolemia
Paclitaxel inj.30/100/300mg vial (Addl. Indication),Paclitaxel,0.8416666666666667,100.0,34.48275862068966,Fuzzy,08.11.08,3/25/97,For the treatment of advanced gastric carcinoma.,Treatment of AIDS-related Kaposi's sarcoma.
Tadalafil tablet 20 mg (Additional Indication),tadalafil,0.8409090909090909,100.0,33.9622641509434,Fuzzy,14.11.09,12/18/06,For the treatment of pulmonary arterial hypertension.,Treatment of pulmonary arterial hypertension
Lamotrigine 25mg Modified Release Tablet (Addl. Strength),Lamotrigine,0.8407407407407408,100.0,33.84615384615385,Fuzzy,05.04.10,8/23/95,Same as Approved,Treatment of Lennox-Gastaut syndrome.
Ruxolitinib Tablet 5mg/15mg/20mg (Additional indication),ruxolitinib,0.8407407407407408,100.0,33.84615384615385,Fuzzy,23.02.15,11/3/16,Treatment of patients with polycythemia vera who are resistant to or intolerant of hydroxyurea.,Treatment of graft versus host disease
Posaconazole oral suspension 40 mg/ml (additional Indication),posaconazole,0.8406779661016949,100.0,33.80281690140845,Fuzzy,20.12.11,10/4/16,"Zygomycosis in patients with disease refractory to other therapy, or patients who are intolerant of other therapy.",Treatment of invasive aspergillosis
Ofloxacin 2mg + Ornidazole 5 mg per ml Infusion,Ofloxacin,0.8400000000000001,100.0,33.333333333333336,Fuzzy,17.08.09,4/18/91,for the treatment of diarrhoea of mixed infection in adult patients.,Treatment of bacterial corneal ulcers.
