CDSCO Drug Name,FDA Drug Name,Similarity Score,Token Score,Ratio Score,Match Type,CDSCO Approval Date,FDA Approval Date,CDSCO Indication,FDA Indication
Oseltamivir phosphate,Ruxolitinib Phosphate,0.7873015873015873,71.42857142857143,71.42857142857143,Fuzzy,6/19/2010,16/11/2011,Treatment of children 6–12 months during pandemic influenza outbreak,"Treatment of patients with intermediate or high-risk myelofibrosis, including primary myelofibrosis, post-polycythemia vera myelofibrosis and post-essential thrombocythemia myelofibrosis"
Carbenoxolone sodium,Cromolyn Sodium,0.7857692307692308,74.28571428571428,74.28571428571429,Fuzzy,5/27/1905,22/12/1989,,
Ketorolac tromethamine,Lodoxamide Tromethamine,0.7743375786854049,71.11111111111111,71.11111111111111,Fuzzy,1/3/1996,23/09/1993,Relief of ocular itching due to seasonal allergic conjunctivitis,"Treatment of ocular disorders referred to by the terms vernal keratoconjunctivitis, vernal conjunctivitis, vernal keratitis."
Salicylic acid,Aminosalicylic Acid,0.7694235588972432,84.84848484848484,84.84848484848484,Fuzzy,1/28/2008,30/06/1994,Treatment of acne vulgaris,Treatment of tuberculosis
Tetanus & diphtheria immunoglobulin (human),Anthrax Immune Globulin (Human),0.7516315102521999,61.76470588235294,76.47058823529412,Fuzzy,10/1/1977,24/03/2015,Anti-tetanus and anti-diphtheria activity,Treatment of inhalational anthrax in adult and pediatric patients in combination with appropriate antibacterial drugs
r-hu-Coagulation factor VIIa,Coagulation Factor Ix,0.7388888888888889,92.3076923076923,81.63265306122449,Fuzzy,1/14/2003,20/08/1992,Treatment and prevention of bleeding in hemophilia patients with inhibitors,"Prevention and control of bleeding in factor IX deficiency, also known as hemophilia B or Christmas disease."
L-asparaginase,Erwinia L-Asparaginase,0.735930735930736,100.0,77.77777777777779,Fuzzy,5/1/1973,18/11/2011,Anticancer agent,Treatment of patients with acute lymphoblastic leukemia (ALL) who have developed hypersensitivity to E. coli-derived asparaginase.
r-Follitropin beta,"Follitropin Alfa, Recombinant",0.7328042328042329,75.86206896551724,60.86956521739131,Fuzzy,2/21/2002,24/05/2000,Additional strength,For the induction of spermatogenesis in men with primary and secondary hypogonadotropic hypogonadism in whom the cause of infertility is not due to primary testicular failure.
r-human interferon beta 1a,Interferon Beta-1A,0.7307692307692308,100.0,81.81818181818181,Fuzzy,1/18/2002,17/05/1996,Treatment of relapsing/remitting multiple sclerosis,Treatment of relapsing forms of multiple sclerosis to slow the accumulation of physical disability and decrease the frequency of clinical exacerbations.
Ursodeoxycholic acid,Obeticholic Acid,0.7182692307692307,72.22222222222223,72.22222222222221,Fuzzy,12/1/2004,27/05/2016,"Dissolution of radiolucent cholesterol gallstones; treatment of chronic cholestatic liver diseases, primary biliary cirrhosis, sclerosing cholangitis, cystic fibrosis-associated cholestasis","Treatment of primary biliary cholangitis (PBC) in combination with ursodeoxycholic acid (UDCA) in adults with an inadequate response to UDCA, or as monotherapy in adults unable to tolerate UDCA"
"Heparinoid, Hyaluronidase",Efgartigimod Alfa And Hyaluronidase-Qvfc,0.7161616161616161,70.27027027027027,62.5,Fuzzy,12/1/1967,20/06/2023,"Treatment of thrombophlebitis, tendovaginitis, sprains",treatment of generalized myasthenia gravis (gMG) in adult patients who are anti-acetylcholine receptor (AChR) antibody positive
Protriptyline HCl,Trientine Hcl,0.709858768682298,73.33333333333333,73.33333333333334,Fuzzy,2/1/1969,08/11/1985,Antidepressant,
Cephalothin sodium,Liothyronine Sodium,0.6995801469485681,70.27027027027027,70.27027027027026,Fuzzy,12/1/1980,31/12/1991,"Treatment of infections including soft tissue, respiratory, urinary tract, and meningitis caused by susceptible organisms",Treatment of myxedema coma/precoma.
Salmon calcitonin,Calcitonin-Human For,0.6983193277310923,74.07407407407408,54.054054054054056,Fuzzy,8/3/1995,31/10/1986,"Treatment of hypercalcemia, bone metastases, Paget’s disease, postmenopausal osteoporosis",
"Vitamin A, Vitamin D, Vitamin B",Multi-Vitamin Infusion Without Vitamin K,0.6980842911877394,70.0,60.86956521739131,Fuzzy,7/1/1969,09/09/2004,Vitamin preparation,Prevention of vitamin deficiency and thrombormbolic complications in people receiving home parenteral nutrition who also receive warfarin-type anticoagulant therapy
Niflumic acid,Carglumic Acid,0.6945054945054946,74.07407407407408,74.07407407407408,Fuzzy,5/1/1979,18/03/2010,,As an adjunctive therapy for the treatment of acute hyperammonemia due to the deficiency of the hepatic enzyme N-acetylglutamate synthase (NAGS) and as manitenance therapy for chronic hyperammonemia due to NAGS deficiency
Sodium fluoride,Porfimer Sodium,0.6777777777777777,73.33333333333333,40.0,Fuzzy,8/1/1975,27/12/1995,By ENT specialists only,"Photodynamic therapy with PHOTOFRIN for the palliation of patients with completely obstructing esophageal cancer, or of patients with partially obstructing esophageal cancer who cannot be satisfactorily treated with Nd:YAG laser therapy."
Influenza vaccine inactivated,"Japanese Encephalitis Vaccine, Inactivated, Adsorbed",0.6773121131741822,79.16666666666667,60.75949367088608,Fuzzy,8/13/1996,17/05/2013,Prophylaxis against influenza,IXIARO is a vaccine indicated for the prevention of disease caused by Japanese encephalitis virus (JEV). IXIARO is approved for use in individuals 2 months of age and older.
Orciprenaline sulfate,Quinine Sulfate,0.6747252747252747,72.22222222222223,72.22222222222221,Fuzzy,12/1/1969,12/08/2005,,Treatment of uncomplicated Plasmodium falciparum malaria
Sterile solution for peritoneal dialysis,Sterile Talc,0.6611111111111111,73.6842105263158,42.307692307692314,Fuzzy,4/18/2012,01/05/2017,Nutritional supplement for malnourished renal failure patients on peritoneal dialysis,Steritalc is indicated in adults to decrease the recurrence of pneumothorax.
"Sodium chloride, Sodium acetate, Calcium chloride, Magnesium chloride, Potassium chloride","Calcium, Magnesium, Potassium, And Sodium Oxybates",0.6530544132546635,83.95061728395062,46.96969696969697,Fuzzy,11/1/1978,12/08/2021,Electrolyte replenishment,Treatment of idiopathic hypersomnia (IH) in adults
